Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
IF87079,Arizona,0,Basic,Master or more,2/14/11,Employed,0,Rural,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
EP18940,Oregon,0,Extended,High School or Below,1/1/11,Unemployed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize
SB44003,Arizona,1,Extended,High School or Below,2/1/11,Employed,0,Rural,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
MK15785,Nevada,0,Basic,Master or more,2/24/11,Employed,1,Urban,Married,Corporate ,Offer4,Call Center,Sports Car,Medsize
VP89545,Arizona,0,Basic,High School or Below,2/1/11,Unemployed,1,Urban,Married,Personal ,Offer1,Web,Four-Door Car,Medsize
HJ58678,Nevada,0,Basic,High School or Below,2/10/11,Employed,0,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize
SH51981,Washington,0,Basic,High School or Below,2/21/11,Employed,1,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Small
IA52178,Arizona,0,Premium,High School or Below,2/12/11,Employed,0,Urban,Married,Corporate ,Offer4,Web,SUV,Medsize
WC42895,California,0,Basic,High School or Below,2/13/11,Employed,0,Rural,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
OP54725,Washington,0,Premium,High School or Below,1/29/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Small
YM77369,Oregon,0,Premium,High School or Below,2/28/11,Employed,1,Urban,Married,Corporate ,Offer4,Web,Four-Door Car,Large
WV15213,California,0,Basic,High School or Below,1/9/11,Employed,1,Rural,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
GX37592,Nevada,0,Basic,High School or Below,1/26/11,Employed,0,Urban,Married,Personal ,Offer3,Web,Four-Door Car,Medsize
PA48777,Washington,1,Basic,High School or Below,2/12/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
YJ59924,Oregon,0,Extended,High School or Below,1/30/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
OO35641,Oregon,0,Basic,High School or Below,2/5/11,Employed,0,Urban,Single,Personal ,Offer3,Agent,SUV,Medsize
EU54076,Oregon,0,Basic,High School or Below,1/31/11,Employed,1,Urban,Married,Corporate ,Offer2,Agent,Four-Door Car,Medsize
QH56750,Arizona,0,Basic,High School or Below,2/22/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
VF32979,Washington,0,Basic,High School or Below,1/24/11,Employed,0,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
ES16126,California,1,Premium,High School or Below,2/16/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
PG42834,Arizona,0,Extended,High School or Below,2/2/11,Employed,0,Rural,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
OY44814,Arizona,0,Basic,High School or Below,1/22/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Two-Door Car,Medsize
JI97190,California,0,Basic,High School or Below,2/26/11,Employed,1,Urban,Married,Personal ,Offer3,Branch,Two-Door Car,Large
ZK61113,Oregon,0,Extended,High School or Below,1/22/11,Unemployed,1,Urban,Single,Personal ,Offer3,Agent,Two-Door Car,Medsize
MU88116,Oregon,0,Basic,Master or more,1/28/11,Employed,0,Urban,Married,Corporate ,Offer1,Web,Sports Car,Medsize
TP61305,California,0,Extended,High School or Below,2/18/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
ZO14864,Washington,0,Extended,Master or more,2/11/11,Employed,0,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
KP65334,California,0,Extended,High School or Below,1/13/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
OH15677,California,0,Basic,High School or Below,1/5/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Sports Car,Medsize
HB53755,Oregon,0,Basic,High School or Below,1/26/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Sports Car,Medsize
UF77079,Arizona,0,Extended,High School or Below,1/26/11,Employed,0,Rural,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
TD20252,Arizona,0,Basic,High School or Below,1/8/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
TH68362,California,0,Basic,High School or Below,1/1/11,Unemployed,0,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Medsize
JC45487,Washington,1,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
PU95227,Washington,0,Extended,High School or Below,1/2/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
CV72453,Oregon,0,Extended,High School or Below,2/25/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,SUV,Small
OY92520,California,0,Extended,High School or Below,2/28/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
UY95530,California,1,Basic,High School or Below,2/7/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Sports Car,Medsize
FB84235,Oregon,1,Basic,High School or Below,2/5/11,Unemployed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
MJ14480,Arizona,0,Basic,High School or Below,1/15/11,Employed,0,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
KW81128,Arizona,0,Extended,High School or Below,2/11/11,Employed,0,Rural,Single,Personal ,Offer1,Agent,Sports Car,Medsize
DQ98402,Nevada,1,Extended,High School or Below,1/15/11,Employed,0,Urban,Married,Corporate ,Offer2,Agent,Two-Door Car,Large
WN53966,California,0,Extended,Master or more,1/15/11,Employed,1,Rural,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
LM34525,Washington,0,Basic,High School or Below,2/20/11,Employed,0,Rural,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize
GF97874,Washington,0,Basic,Master or more,1/29/11,Employed,0,Rural,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
WV79842,California,0,Extended,High School or Below,1/16/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,Luxury SUV,Medsize
DF40318,Oregon,1,Basic,Master or more,1/19/11,Employed,1,Urban,Married,Corporate ,Offer3,Web,Two-Door Car,Small
TN90661,Nevada,0,Basic,High School or Below,1/9/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
ZU88029,Oregon,0,Basic,Master or more,2/28/11,Unemployed,0,Urban,Single,Personal ,Offer3,Branch,Sports Car,Large
TQ88221,California,0,Basic,High School or Below,1/7/11,Employed,0,Urban,Married,Corporate ,Offer4,Call Center,Four-Door Car,Medsize
KH34667,Nevada,0,Extended,High School or Below,1/18/11,Employed,1,Urban,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
HW54198,Nevada,0,Basic,Master or more,1/29/11,Employed,1,Rural,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
GZ79662,Arizona,0,Basic,High School or Below,2/21/11,Employed,1,Urban,Married,Corporate ,Offer2,Call Center,Four-Door Car,Small
YA11342,California,0,Premium,High School or Below,2/4/11,Unemployed,1,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
ZW18871,Oregon,0,Basic,High School or Below,1/20/11,Employed,1,Rural,Single,Corporate ,Offer1,Agent,Four-Door Car,Small
QZ17137,Arizona,0,Extended,High School or Below,2/5/11,Employed,0,Rural,Married,Personal ,Offer3,Call Center,Two-Door Car,Medsize
UV53712,California,0,Basic,High School or Below,2/19/11,Employed,0,Rural,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
SJ43436,Oregon,0,Basic,High School or Below,1/28/11,Employed,0,Rural,Married,Corporate ,Offer2,Agent,Two-Door Car,Medsize
VW46878,Oregon,0,Basic,High School or Below,2/8/11,Employed,0,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
TW91179,Oregon,1,Extended,High School or Below,1/6/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
LG19551,Arizona,0,Basic,High School or Below,1/25/11,Employed,1,Urban,Married,Corporate ,Offer1,Call Center,Four-Door Car,Medsize
QK18099,Washington,0,Basic,High School or Below,1/12/11,Employed,0,Urban,Married,Personal ,Offer3,Web,Four-Door Car,Large
WN14473,Arizona,0,Basic,Master or more,2/17/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,Two-Door Car,Medsize
WH62198,California,0,Basic,High School or Below,2/26/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Small
SP85148,California,0,Basic,Master or more,1/31/11,Employed,0,Urban,Married,Personal ,Offer1,Web,Sports Car,Small
FB49203,California,0,Extended,High School or Below,2/26/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,Two-Door Car,Medsize
FF94341,Nevada,0,Extended,High School or Below,1/26/11,Employed,0,Urban,Single,Special ,Offer1,Branch,Four-Door Car,Medsize
TS42594,California,1,Premium,High School or Below,2/1/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
IL43607,California,0,Basic,High School or Below,1/2/11,Employed,0,Urban,Married,Corporate ,Offer3,Branch,Four-Door Car,Medsize
FL85008,Oregon,1,Basic,High School or Below,2/23/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Small
AN47199,Nevada,0,Extended,High School or Below,2/11/11,Unemployed,0,Rural,Married,Personal ,Offer1,Agent,Two-Door Car,Large
SV28347,California,0,Basic,High School or Below,2/14/11,Employed,1,Urban,Single,Corporate ,Offer2,Branch,SUV,Medsize
IC78105,Arizona,0,Basic,High School or Below,1/16/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Luxury Car,Medsize
RB28630,Oregon,0,Basic,High School or Below,2/20/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
KA32645,Nevada,0,Extended,High School or Below,2/2/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
QD73891,Oregon,0,Basic,High School or Below,1/13/11,Employed,1,Urban,Married,Personal ,Offer4,Web,Four-Door Car,Small
LM58949,Oregon,0,Basic,High School or Below,1/30/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
YG40323,Arizona,0,Premium,High School or Below,1/17/11,Employed,1,Rural,Married,Personal ,Offer1,Web,Four-Door Car,Medsize
EP82214,Arizona,0,Extended,High School or Below,1/7/11,Employed,0,Urban,Married,Special ,Offer2,Branch,Four-Door Car,Medsize
EO91797,Nevada,0,Extended,Master or more,1/11/11,Employed,0,Urban,Married,Corporate ,Offer3,Agent,SUV,Medsize
RU50098,Arizona,1,Basic,Master or more,1/14/11,Employed,0,Rural,Single,Personal ,Offer2,Web,Four-Door Car,Medsize
QW10541,California,0,Basic,High School or Below,1/31/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Small
SB50826,Oregon,0,Extended,High School or Below,1/19/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
XX29952,Arizona,0,Premium,High School or Below,1/12/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
AT93647,California,0,Basic,High School or Below,1/5/11,Employed,0,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
QP56563,Oregon,0,Basic,High School or Below,1/13/11,Employed,1,Rural,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
TN76120,Washington,1,Basic,High School or Below,1/19/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
TY43440,California,1,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,SUV,Medsize
WO59883,Washington,0,Basic,High School or Below,1/19/11,Employed,0,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
MM45334,Oregon,0,Basic,High School or Below,2/14/11,Employed,0,Rural,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
KH93988,Oregon,0,Extended,High School or Below,1/5/11,Employed,0,Rural,Married,Personal ,Offer1,Web,Two-Door Car,Medsize
RY38931,Arizona,1,Basic,High School or Below,1/19/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
CV48634,Nevada,0,Basic,High School or Below,1/16/11,Employed,1,Rural,Married,Personal ,Offer4,Call Center,SUV,Medsize
IH48064,Washington,0,Basic,High School or Below,2/2/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,SUV,Medsize
ZS96174,Oregon,0,Basic,High School or Below,1/19/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
MI62456,Arizona,1,Extended,High School or Below,1/3/11,Unemployed,0,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
DD44177,California,1,Basic,Master or more,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,Two-Door Car,Medsize
NX31380,Arizona,0,Extended,High School or Below,2/18/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
KQ43374,Oregon,0,Basic,High School or Below,2/19/11,Employed,0,Urban,Married,Corporate ,Offer1,Agent,SUV,Medsize
XA54112,California,0,Basic,High School or Below,2/11/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Call Center,SUV,Medsize
QB14087,California,0,Basic,High School or Below,1/19/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
FV42881,Oregon,0,Basic,High School or Below,2/5/11,Employed,0,Rural,Married,Corporate ,Offer1,Call Center,Two-Door Car,Medsize
AV76907,Oregon,1,Basic,High School or Below,2/26/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
VM85555,California,0,Basic,High School or Below,2/23/11,Employed,0,Rural,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize
ZU88113,Oregon,0,Extended,High School or Below,2/7/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize
SZ75668,Oregon,0,Basic,High School or Below,1/15/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
MZ65087,Oregon,0,Basic,High School or Below,1/29/11,Employed,1,Rural,Single,Personal ,Offer4,Web,Four-Door Car,Small
EL61402,Arizona,0,Extended,High School or Below,1/5/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Large
CJ31839,California,0,Basic,High School or Below,2/18/11,Employed,1,Urban,Married,Special ,Offer2,Web,Four-Door Car,Small
XM11175,Arizona,0,Extended,High School or Below,1/2/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Small
LF41085,Arizona,0,Basic,High School or Below,1/22/11,Unemployed,0,Rural,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
MB19556,California,0,Extended,High School or Below,1/20/11,Employed,0,Urban,Married,Personal ,Offer4,Agent,SUV,Medsize
HC74532,Oregon,0,Basic,High School or Below,1/19/11,Unemployed,0,Urban,Married,Corporate ,Offer4,Agent,Four-Door Car,Medsize
SB66770,Arizona,1,Premium,Master or more,1/26/11,Employed,1,Rural,Married,Corporate ,Offer1,Agent,Two-Door Car,Medsize
JI25066,Arizona,0,Basic,High School or Below,1/18/11,Employed,0,Urban,Married,Personal ,Offer3,Web,Two-Door Car,Large
PY98958,Oregon,1,Basic,High School or Below,2/10/11,Employed,1,Urban,Single,Special ,Offer1,Call Center,SUV,Medsize
RA65645,California,1,Basic,High School or Below,2/17/11,Employed,1,Rural,Married,Personal ,Offer2,Agent,Sports Car,Medsize
FQ79356,California,0,Basic,High School or Below,2/24/11,Unemployed,0,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
TM25808,California,0,Basic,High School or Below,2/10/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
XO46388,California,0,Basic,High School or Below,1/25/11,Unemployed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize
LB81265,Arizona,0,Basic,High School or Below,2/9/11,Employed,0,Urban,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
JR38787,Nevada,0,Extended,High School or Below,2/19/11,Unemployed,1,Urban,Married,Personal ,Offer2,Branch,SUV,Small
KZ22690,California,0,Extended,High School or Below,2/12/11,Employed,0,Rural,Single,Personal ,Offer4,Web,Four-Door Car,Medsize
NY49598,California,0,Basic,High School or Below,1/21/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Small
KY39767,Oregon,0,Basic,High School or Below,2/4/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
YU35386,Arizona,0,Basic,High School or Below,2/15/11,Employed,0,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
TF82172,Arizona,0,Basic,High School or Below,1/5/11,Unemployed,1,Rural,Married,Corporate ,Offer2,Web,SUV,Medsize
ER40041,Oregon,0,Basic,High School or Below,2/5/11,Employed,0,Rural,Married,Personal ,Offer1,Call Center,Luxury Car,Medsize
MS39869,Nevada,0,Basic,High School or Below,1/5/11,Unemployed,0,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
PV77906,Arizona,0,Basic,High School or Below,1/22/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Web,Two-Door Car,Medsize
QF21045,Oregon,0,Basic,High School or Below,2/14/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
HF65914,Arizona,0,Extended,High School or Below,1/3/11,Unemployed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
AJ58038,California,1,Basic,High School or Below,1/10/11,Unemployed,0,Urban,Married,Corporate ,Offer2,Call Center,Four-Door Car,Large
ZR88383,Nevada,1,Basic,High School or Below,2/24/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
OT49339,Oregon,0,Basic,High School or Below,2/26/11,Unemployed,1,Urban,Married,Corporate ,Offer2,Call Center,SUV,Medsize
FI74985,Oregon,0,Basic,High School or Below,1/19/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
JW15301,Arizona,0,Basic,High School or Below,1/20/11,Unemployed,1,Urban,Married,Corporate ,Offer2,Agent,Four-Door Car,Medsize
PY20159,Nevada,0,Extended,High School or Below,1/27/11,Employed,1,Rural,Single,Corporate ,Offer3,Web,Sports Car,Small
NC42524,California,0,Extended,High School or Below,1/13/11,Employed,1,Urban,Single,Special ,Offer4,Web,Four-Door Car,Small
ZG19911,California,0,Basic,High School or Below,2/2/11,Employed,0,Rural,Married,Personal ,Offer4,Web,Two-Door Car,Medsize
DI89983,California,0,Basic,High School or Below,2/4/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize
IG56214,Nevada,0,Basic,High School or Below,1/27/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
LC59148,Washington,1,Extended,High School or Below,1/27/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
UO95739,Oregon,0,Basic,High School or Below,2/24/11,Employed,1,Urban,Single,Personal ,Offer1,Web,SUV,Medsize
SB64873,Oregon,0,Basic,Master or more,2/13/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
TE82896,Oregon,0,Basic,High School or Below,2/19/11,Unemployed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
VY64199,Oregon,0,Basic,High School or Below,1/9/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
IE82679,California,1,Basic,High School or Below,2/9/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
SL70257,Nevada,0,Basic,High School or Below,2/4/11,Employed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Small
XJ85947,Oregon,0,Extended,High School or Below,2/5/11,Employed,0,Urban,Single,Personal ,Offer4,Web,Four-Door Car,Large
EF84269,California,0,Extended,High School or Below,2/21/11,Employed,0,Rural,Married,Personal ,Offer1,Web,SUV,Medsize
NY91328,California,0,Extended,High School or Below,2/2/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Large
AT49447,California,0,Extended,High School or Below,1/15/11,Employed,1,Rural,Married,Personal ,Offer2,Call Center,Two-Door Car,Medsize
BM70908,Arizona,0,Basic,High School or Below,1/26/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
GM63998,Oregon,0,Premium,Master or more,2/14/11,Employed,0,Urban,Married,Personal ,Offer3,Call Center,Luxury Car,Medsize
AR61426,California,0,Extended,High School or Below,1/24/11,Employed,0,Rural,Married,Personal ,Offer4,Branch,Two-Door Car,Medsize
CB62406,Arizona,0,Premium,High School or Below,2/4/11,Employed,1,Urban,Married,Corporate ,Offer1,Call Center,SUV,Medsize
WH82416,Oregon,0,Extended,High School or Below,2/12/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Large
UI53874,Arizona,0,Basic,Master or more,2/2/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
