,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto
748,XR64251,Nevada,1,Basic,Master,2011-01-03,Employed,Rural,Married,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0
749,MK34957,Oregon,0,Basic,College,2011-02-19,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Special Auto_L1,0,0,1
750,GP18756,California,0,Extended,College,2011-01-22,Medical Leave,Suburban,Divorced,Offer4,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
751,AP23850,Washington,0,Premium,High School or Below,2011-01-23,Unemployed,Suburban,Married,Offer3,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
752,KQ65521,Arizona,0,Basic,College,2011-02-12,Employed,Rural,Divorced,Offer1,Branch,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
753,EJ19449,California,1,Basic,College,2011-02-02,Medical Leave,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1
754,QB70027,California,0,Extended,Bachelor,2011-02-24,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
755,QW47320,California,1,Premium,Bachelor,2011-01-05,Retired,Suburban,Married,Offer1,Agent,Luxury SUV,Medsize,1,0,Personal Auto_L1,0,1,0
756,KH64733,Nevada,0,Basic,College,2011-02-24,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
757,ON59472,Arizona,0,Extended,High School or Below,2011-02-26,Medical Leave,Suburban,Married,Offer1,Branch,Luxury SUV,Large,0,1,Corporate Auto_L2,1,0,0
758,HP94242,Arizona,0,Basic,Bachelor,2011-01-17,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
759,RV15398,Oregon,0,Extended,College,2011-01-22,Unemployed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
760,EA25683,Washington,0,Basic,High School or Below,2011-01-07,Employed,Urban,Single,Offer1,Branch,Luxury SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
761,PW73754,California,0,Basic,High School or Below,2011-01-18,Unemployed,Rural,Married,Offer1,Branch,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
762,MC71942,California,0,Extended,High School or Below,2011-01-07,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
763,OX72195,Arizona,0,Basic,College,2011-02-07,Unemployed,Suburban,Single,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
764,YQ99152,Nevada,0,Extended,High School or Below,2011-01-07,Retired,Suburban,Married,Offer1,Branch,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0
765,KI19439,Oregon,0,Basic,High School or Below,2011-01-18,Employed,Suburban,Married,Offer4,Branch,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
766,PM76175,Oregon,0,Extended,Bachelor,2011-01-07,Employed,Suburban,Married,Offer3,Call Center,Sports Car,Large,1,0,Corporate Auto_L3,1,0,0
767,US45383,California,1,Premium,College,2011-01-01,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
768,GT38956,California,0,Basic,College,2011-02-13,Unemployed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
769,SN41301,Oregon,0,Basic,Bachelor,2011-02-10,Unemployed,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
770,BE62503,Washington,0,Extended,College,2011-01-10,Retired,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
771,PA16884,California,1,Premium,Bachelor,2011-01-28,Employed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
772,NC58480,Nevada,0,Basic,Bachelor,2011-01-23,Employed,Urban,Married,Offer4,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
773,NS39326,California,0,Basic,College,2011-02-28,Employed,Urban,Married,Offer3,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
774,PN18507,Arizona,0,Premium,Bachelor,2011-01-06,Employed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
775,EK91340,Oregon,0,Basic,Bachelor,2011-01-20,Employed,Suburban,Married,Offer4,Branch,Luxury Car,Large,0,1,Corporate Auto_L3,1,0,0
776,JY16280,California,1,Basic,High School or Below,2011-02-14,Employed,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
777,ZW71731,California,0,Extended,Bachelor,2011-01-31,Employed,Urban,Divorced,Offer1,Web,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
778,ZC24631,Oregon,0,Extended,College,2011-01-13,Employed,Rural,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
779,YR34689,California,0,Extended,High School or Below,2011-01-13,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
780,RT65829,Oregon,0,Premium,Bachelor,2011-01-16,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
781,BZ12077,Oregon,0,Basic,High School or Below,2011-02-16,Unemployed,Suburban,Divorced,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
782,WM65373,California,1,Basic,College,2011-01-11,Unemployed,Suburban,Married,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
783,NH35059,Nevada,1,Premium,College,2011-02-28,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,0,1,Corporate Auto_L3,1,0,0
784,QD38160,Oregon,0,Extended,College,2011-01-24,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
785,BM15160,California,0,Basic,High School or Below,2011-02-04,Employed,Rural,Married,Offer4,Web,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1
786,VY79030,Arizona,0,Basic,College,2011-01-14,Unemployed,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
787,EV19512,Nevada,1,Extended,Master,2011-02-17,Retired,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
788,TE13577,Oregon,0,Basic,College,2011-01-23,Unemployed,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
789,WY97929,Arizona,1,Basic,College,2011-02-14,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Large,0,1,Special Auto_L1,0,0,1
790,YG20683,Washington,0,Basic,College,2011-02-20,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
791,FK75497,California,0,Basic,College,2011-01-21,Employed,Rural,Divorced,Offer3,Branch,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0
792,NE60110,Arizona,1,Premium,College,2011-01-19,Employed,Suburban,Single,Offer2,Branch,Sports Car,Medsize,0,1,Personal Auto_L2,0,1,0
793,TN36521,Arizona,0,Basic,College,2011-02-24,Employed,Rural,Single,Offer4,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
794,HG33568,Arizona,0,Basic,Master,2011-02-14,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
795,TW17878,Oregon,0,Basic,High School or Below,2011-01-27,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
796,ZO83562,Nevada,0,Basic,Bachelor,2011-02-06,Unemployed,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
797,CH97539,Washington,0,Basic,Bachelor,2011-02-22,Employed,Rural,Divorced,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
798,CV29889,California,1,Basic,College,2011-01-31,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
799,MO33320,Oregon,0,Basic,College,2011-01-13,Disabled,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
800,QZ81258,Oregon,1,Basic,College,2011-01-27,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0
801,NY56352,Oregon,0,Basic,Bachelor,2011-01-28,Medical Leave,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
802,EA27048,California,1,Basic,High School or Below,2011-01-02,Employed,Urban,Married,Offer2,Branch,SUV,Large,1,0,Personal Auto_L3,0,1,0
803,UT38865,Oregon,0,Basic,College,2011-01-07,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
804,QC89139,Oregon,0,Basic,High School or Below,2011-01-11,Employed,Suburban,Married,Offer1,Call Center,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
805,LA14484,Nevada,1,Basic,High School or Below,2011-01-05,Retired,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,0,1,Special Auto_L1,0,0,1
806,HN57556,California,0,Basic,High School or Below,2011-02-17,Unemployed,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
807,CV31235,Arizona,0,Extended,Bachelor,2011-02-21,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
808,WR45726,Arizona,1,Premium,Bachelor,2011-02-16,Disabled,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Special Auto_L1,0,0,1
809,LB25094,California,1,Basic,Bachelor,2011-01-21,Employed,Rural,Single,Offer2,Web,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1
810,KW56110,Oregon,0,Basic,Bachelor,2011-02-28,Unemployed,Suburban,Single,Offer1,Web,Luxury Car,Medsize,0,1,Personal Auto_L2,0,1,0
811,XO36233,Washington,0,Basic,Bachelor,2011-02-12,Employed,Rural,Divorced,Offer4,Branch,SUV,Large,0,1,Personal Auto_L3,0,1,0
812,ZX86243,Arizona,0,Extended,Doctor,2011-02-19,Employed,Rural,Single,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
813,DW29763,Arizona,0,Basic,High School or Below,2011-02-13,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Large,0,1,Personal Auto_L1,0,1,0
814,CT83377,Washington,0,Extended,High School or Below,2011-02-21,Employed,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Special Auto_L2,0,0,1
815,OQ90898,California,0,Basic,Master,2011-01-02,Employed,Urban,Divorced,Offer3,Call Center,SUV,Medsize,0,1,Personal Auto_L1,0,1,0
816,GO77248,Oregon,0,Basic,College,2011-02-02,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
817,QW33258,California,0,Basic,Bachelor,2011-01-22,Employed,Suburban,Divorced,Offer2,Branch,Luxury Car,Medsize,0,1,Personal Auto_L3,0,1,0
818,OU79745,California,0,Premium,College,2011-02-02,Unemployed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
819,VZ79886,Oregon,0,Premium,Bachelor,2011-02-22,Employed,Suburban,Divorced,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
820,FI92440,Washington,0,Extended,High School or Below,2011-01-30,Employed,Rural,Married,Offer4,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
821,YG85980,Nevada,0,Extended,High School or Below,2011-01-29,Employed,Suburban,Married,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
822,QM74621,Oregon,0,Extended,Bachelor,2011-01-27,Unemployed,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
823,EI71732,Oregon,1,Extended,Doctor,2011-01-13,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
824,VN79010,California,0,Basic,High School or Below,2011-02-24,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
825,FI61723,California,0,Basic,Bachelor,2011-01-26,Employed,Rural,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
826,OH55411,California,1,Basic,Master,2011-01-16,Employed,Suburban,Divorced,Offer2,Branch,SUV,Medsize,1,0,Corporate Auto_L2,1,0,0
827,TF10720,Nevada,0,Premium,Doctor,2011-01-27,Employed,Rural,Married,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
828,NW30838,Nevada,0,Basic,High School or Below,2011-01-25,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
829,CB58476,Oregon,0,Basic,College,2011-02-06,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
830,WI69346,California,0,Basic,Master,2011-01-17,Employed,Urban,Single,Offer3,Agent,SUV,Medsize,1,0,Corporate Auto_L2,1,0,0
831,FS76657,Oregon,0,Basic,College,2011-02-06,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
832,YX89016,Oregon,0,Premium,College,2011-02-17,Employed,Suburban,Married,Offer2,Web,Luxury Car,Small,0,1,Personal Auto_L3,0,1,0
833,PK28821,California,0,Basic,College,2011-01-28,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
834,MB51200,Washington,0,Premium,College,2011-02-02,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
835,XG44587,Arizona,1,Basic,Master,2011-01-31,Employed,Rural,Divorced,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
836,FG91922,Arizona,0,Basic,Master,2011-02-07,Employed,Suburban,Married,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
837,OM99303,Arizona,0,Basic,High School or Below,2011-01-05,Employed,Suburban,Married,Offer4,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
838,RV67546,California,0,Extended,Bachelor,2011-02-11,Employed,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
839,UJ79253,Oregon,0,Extended,College,2011-02-17,Employed,Rural,Married,Offer3,Branch,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0
840,PN98247,California,1,Extended,College,2011-01-14,Employed,Suburban,Single,Offer2,Agent,Luxury SUV,Small,0,1,Personal Auto_L3,0,1,0
841,IB67546,California,0,Basic,Bachelor,2011-01-17,Medical Leave,Suburban,Married,Offer1,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0
842,OE19087,California,0,Basic,High School or Below,2011-02-24,Unemployed,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
843,CM95716,California,0,Basic,Bachelor,2011-02-03,Employed,Rural,Married,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
844,MW62634,California,1,Basic,High School or Below,2011-01-05,Retired,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
845,QW67581,Arizona,0,Basic,High School or Below,2011-01-17,Unemployed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
846,SN16059,California,0,Basic,Master,2011-02-08,Employed,Suburban,Married,Offer3,Web,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
847,OE51254,California,0,Basic,College,2011-02-10,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
848,RM42344,Oregon,0,Basic,College,2011-01-15,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
849,GB35238,California,0,Basic,Bachelor,2011-01-09,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0
850,ML82674,Oregon,0,Extended,Bachelor,2011-01-12,Employed,Rural,Married,Offer1,Call Center,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
851,EI85244,California,0,Extended,College,2011-01-20,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L1,0,1,0
852,DE28132,Oregon,0,Extended,College,2011-01-08,Employed,Suburban,Single,Offer1,Branch,SUV,Large,0,1,Corporate Auto_L3,1,0,0
853,TV25678,Washington,0,Basic,College,2011-02-02,Unemployed,Suburban,Single,Offer4,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
854,TY26512,California,1,Extended,Doctor,2011-02-18,Employed,Rural,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
855,OB69153,California,0,Basic,Bachelor,2011-01-23,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
856,AB31813,Washington,0,Extended,High School or Below,2011-02-12,Unemployed,Suburban,Married,Offer3,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
857,XN41715,California,0,Extended,Master,2011-02-19,Employed,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
858,QR15857,California,0,Basic,College,2011-01-12,Unemployed,Suburban,Single,Offer3,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
859,FL69363,Oregon,1,Basic,Master,2011-01-26,Employed,Rural,Single,Offer1,Agent,Sports Car,Medsize,0,1,Personal Auto_L1,0,1,0
860,IS30295,Arizona,1,Extended,Bachelor,2011-02-27,Unemployed,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
861,GR62267,Washington,0,Basic,College,2011-01-04,Employed,Rural,Divorced,Offer1,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
862,NL59519,California,0,Extended,College,2011-02-14,Employed,Urban,Married,Offer3,Branch,Four-Door Car,Large,1,0,Personal Auto_L2,0,1,0
863,ZU93025,Oregon,1,Basic,College,2011-01-11,Employed,Rural,Single,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
864,DK94262,Oregon,0,Basic,High School or Below,2011-01-24,Employed,Suburban,Married,Offer3,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
865,UQ30615,California,1,Basic,College,2011-02-03,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
866,OR40060,Arizona,0,Extended,Bachelor,2011-01-18,Employed,Rural,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
867,DK32872,Nevada,0,Extended,High School or Below,2011-01-18,Employed,Suburban,Married,Offer2,Web,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
868,FA46418,Nevada,0,Extended,High School or Below,2011-02-04,Employed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
869,ST96866,Washington,1,Basic,Bachelor,2011-02-19,Unemployed,Suburban,Married,Offer1,Agent,SUV,Large,0,1,Special Auto_L3,0,0,1
870,KI75855,Oregon,1,Basic,Master,2011-01-19,Employed,Suburban,Married,Offer3,Web,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
871,ND41876,Arizona,0,Basic,High School or Below,2011-01-16,Employed,Suburban,Married,Offer2,Agent,Luxury SUV,Small,0,1,Personal Auto_L2,0,1,0
872,PN21042,Arizona,0,Basic,Bachelor,2011-02-17,Employed,Rural,Single,Offer1,Call Center,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
873,FF22360,Washington,0,Basic,Doctor,2011-01-30,Employed,Rural,Married,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
874,AL46984,California,0,Basic,High School or Below,2011-02-04,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
875,JP58047,Oregon,0,Extended,College,2011-01-27,Unemployed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
876,ZE85014,California,0,Basic,College,2011-01-20,Disabled,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
877,KU88219,Arizona,0,Basic,Master,2011-02-07,Employed,Suburban,Single,Offer3,Agent,Sports Car,Medsize,0,1,Personal Auto_L1,0,1,0
878,UU98729,California,0,Basic,Bachelor,2011-01-10,Unemployed,Suburban,Married,Offer1,Call Center,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
879,WS82822,Oregon,0,Basic,College,2011-02-21,Employed,Urban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
880,YB49933,Arizona,0,Extended,Bachelor,2011-02-03,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Large,0,1,Personal Auto_L1,0,1,0
881,XC16387,Arizona,0,Basic,High School or Below,2011-01-01,Employed,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
882,XJ96748,Arizona,0,Extended,High School or Below,2011-02-23,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
883,TM98684,Oregon,0,Basic,High School or Below,2011-01-19,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0
884,NM39588,Washington,0,Basic,Doctor,2011-01-20,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
885,DM74502,Nevada,0,Extended,College,2011-02-11,Employed,Suburban,Married,Offer1,Agent,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0
886,FT56968,Arizona,0,Basic,High School or Below,2011-01-03,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L1,0,1,0
887,OX36896,California,0,Extended,High School or Below,2011-02-20,Employed,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
888,BZ65376,Arizona,0,Extended,Bachelor,2011-01-18,Medical Leave,Suburban,Married,Offer2,Web,Luxury SUV,Medsize,0,1,Personal Auto_L2,0,1,0
889,LN34660,California,0,Basic,College,2011-02-21,Employed,Suburban,Married,Offer1,Branch,SUV,Small,1,0,Corporate Auto_L3,1,0,0
890,JC29295,California,0,Basic,Bachelor,2011-01-21,Employed,Urban,Married,Offer3,Web,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
891,KJ87930,California,0,Basic,Bachelor,2011-02-06,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L2,1,0,0
892,XT36360,Arizona,0,Basic,High School or Below,2011-02-01,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Large,1,0,Personal Auto_L2,0,1,0
893,IX35050,Arizona,1,Basic,Bachelor,2011-01-31,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1
894,UN97379,Oregon,1,Basic,Bachelor,2011-02-17,Retired,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
895,MR57294,California,1,Basic,High School or Below,2011-01-10,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
896,LK74984,Washington,0,Basic,High School or Below,2011-01-12,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
897,DX31066,Washington,0,Basic,College,2011-02-10,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
898,GL20444,Nevada,0,Premium,Master,2011-01-04,Employed,Rural,Married,Offer3,Branch,Two-Door Car,Large,1,0,Corporate Auto_L3,1,0,0
899,SP58110,California,0,Basic,Bachelor,2011-01-16,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
900,XM91635,Arizona,0,Basic,High School or Below,2011-01-05,Medical Leave,Urban,Single,Offer3,Branch,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1
901,TV82603,California,0,Basic,Bachelor,2011-01-21,Employed,Urban,Married,Offer1,Branch,Luxury SUV,Small,1,0,Personal Auto_L3,0,1,0
902,BB82067,Oregon,0,Extended,Doctor,2011-01-02,Employed,Rural,Married,Offer1,Branch,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
903,JP94676,Oregon,0,Basic,Bachelor,2011-02-16,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
904,VU53417,Arizona,0,Extended,High School or Below,2011-01-01,Medical Leave,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
